description,points
"Quite tannic and biting, but beyond those mouthfeel issues this affordable RDD has its positives. The bouquet of toast, mocha and coconut is alluring, and then the palate of dark-fruit flavors, while rock-hard, is masculine. But never does one escape the feel and balance shortcomings. It's a like a ride down a pocked and bumpy gravel road.",84
"Toasty oak and backed structure appear first, with lots of charming cherry fruit and savory notes of undergrowth, inside. Tightly knit and well made, with a dense core of red cherry and an appetizing length.",90
"This is immediately attractive in blackberry, cherry and red currant flavors, with a subtle coating of smoky oak. With plenty of elegance, it's wonderful for drinking now. It should be relatively easy to find, with nearly 20,000 cases in circulation.",87
"Dusty mineral and saffron notes persist throughout this complex auslese. Preserved peach, lemon and dried apple tones are richly concentrated on the palate, but there's an unusually dark, steely elegance that persists through the finish.",91
"This powerful rich wine is finely structured and concentrated. It has weight from solid tannins that contrast with the high tones of the ripe red-cherry fruits. From a single parcel, this cru wine is dense, both firm and fresh. Drink from late 2017.",93
"An impressive Syrah, showing a good structure of acids and tannins and considerable complexity. Offers layers of blackberries, charred meat, moo shu plum sauce and exotic, peppery spices, wrapped into firm but finely-ground tannins. Drink over the next six years.",90
"This is a superrich, smooth wine. The acidity is what keeps the ripe yellow-fruit flavors in order, and it has a lemon-like edge to the tropical mouthfeel. Age this for 3–4 years.",91
"Using grapes sourced from 50-year-old vines, this is a powerful expression of rich Chardonnay. It has great depth of flavor, with concentrated, intense and ripe yellow and white fruits, spiced from having aged in the wood. Allow to age for over five years.",93
"Despite it's cheeky, critter-wine packaging, there's a fair amount of elegance to be found in this sparkling blend of Trebbiano, Airen and Müller-Thurgau. A tad sweet, it's fresh with apple, lemon and grapefruit flavors, nuanced with a hint of toast and nut. Brisk acidity drives a pristine finish. Drink now through 2020.",88
"Winemaker Lane Tanner and proprietor Will Henry are conquering this grape with more finesse each vintage. Light pink grapefruit, Asian pear and fragrant lime blossoms are inviting on the nose, with crisp yet chalky aromas. The palate presents light stone-fruit flavors held together by a pomelo-led acidity and grippy mouthfeel.",92
"Made by the team from Château Chasse-Spleen, this elegant, smooth wine has deceptively firm tannins. The wine is dense, structured with plenty of juicy black currant fruits to balance. It will age, so don't drink before 2018.",89
"Roasted and compact on the nose, with a slight burn along with generic berry and cassis aromas. Feels tannic and hard, with herbal, roasted flavors of blackberry and currants. Meaty but herbal on the finish.",85
"Aromas suggest wildflowers and orchard fruit. The racy palate delivers yellow apple, unripe pear, citrus and a note of toasted almond alongside brisk acidity.",87
"This is an off-dry wine with sweet raspberry fruit flavors that have a rustic edge to them. Drunk with ice, its fruitiness goes in favor of fresh acidity. Drink now.",82
"This bottling is curiously at odds with the winery's other 2011 single-vineyard Pinots. It's less ripe, with a mushroomy earthiness alongside flavors of raspberries and pomegranates. You might call that Burgundian, but it does cut down on the wine's opulence, and seems to limit ageability.",87
"A hard, tannic wine, this shows concentrated raspberry fruit flavors, but does not have the fullness and texture of this winery's 2006 releases. Perhaps it's the vintage character, or maybe the wines were somehow stripped during vinification. Give it lots of aeration.",85
"This is an unusual blend of 80% Syrah and 20% Tempranillo. A delectable dose of white pepper makes this wine incredibly inviting on the nose, followed by classically cool-climate aspects of anise, blueberry, game meat and more of that pepper. This wine will sing with tapas of all kinds.",92
"This unique expression of Sangiovese Grosso is influenced by oak tones to produce aromas of Spanish cedar and sandalwood, giving the bouquet a rich personality. Bold fruit tones of cherry and blackberry also come into focus, and the wine is surprisingly firm in the mouth.",92
"Oaky and full bodied, this conveys a strong impression of big berry fruit. Spice and herbal components are underplayed, letting the fruit come forth in all its glory. This is an attractive and ready-to-drink wine.",90
"Aromas suggesting sun-baked earth, leather, underbrush, ripe plum, espresso and a balsamic note lead the way. On the full-bodied palate, licorice and clove notes add depth to a core of ripe dried cherry. Solid tannins provide the firm framework.",90
"This is a gravel- and mineral-textured wine that has a very structured feel, with red berry flavors and firm tannins. Still young, it is a wine that should soften, so wait until 2016.",86
"A perfumed wine, it is big on spiced apricots and ripe fruitiness. It is rich, full in the mouth with a slight oxidative aftertaste of almonds and walnuts that gives a sense of maturity. Drink now.",90
"Spicy and full-bodied, this opens with aromas that suggest sunbaked earth, leafy underbrush, baking spice and a whiff of leather. The smooth, chewy palate doles out ripe Morello cherry, fig, cinnamon, tobacco and star anise alongside solid, velvety tannins. It's already surprisingly approachable and offers fine near- and mid-term enjoyment. Drink 2017–2025.",92
"Produced at the classed-growth Sauternes estate, this 100% Sauvignon Blanc comes from a 17-acre parcel. It has plenty of herbal flavors while also having a riper, yellow-fruit tinge. Lightly oaked, the wine is ripe from this warm vintage and ready to drink.",91
"Grapes are sourced from both Stagecoach and Hyde vineyards in this wine that takes its time in the glass coming around. Funky brine and a tropical flourish open on the nose with a severity of oak that mellows slowly. Made in an opulent, full-bodied style, it'll pair well with buttery fare.",90
"This is a great wine, from a vintage that wasn't great. The nose is smooth and rich, with raspberry, plum, fine oak and all the spice that comes with it. The palate feels fresh and healthy, with racy blackberry fruit tempered by creamy chocolate, vanilla and spice. Like most high-end wines from the Eguren family, this is right on the money. Drink now through 2018.",93
"This fresh wine is all about fruit. Soft tannins and attractive strawberry flavors are lightly cut with acidity. Coming from vines between 50 and 60 years of age, it has some extra concentration. Drink this fragrant wine now.",87
"The Vigneto Cerequio cru has produced remarkable results in 2004 for all the producers who farm here including Batasiolo. This wine offers bright notes of cherry and blackberry that are followed by warm tones of vanilla, spice, licorice and smoke. It's got a lot going on in the mouth thanks to the wine's lively flavors and firm consistency.",90
